leader_name,tid,message_title,label1,label2,message_date,message_time,message_content
从化区委书记,12222174,从化城区凤仪东路两侧三楼居民乱建乱搭。,城建,投诉,2021-12-12,09:25,从化城区凤仪东路两侧三楼居民乱建乱搭（特别是三巷1栋西梯3**和4**两户）非常严重，不但影响市容环境，还会容易造成治安案件和防火安全的问题。从化城区凤仪东路曾经是从化的示范道路，多年前曾经彻底清拆过违建一次，道路两侧三楼居民大多配合整治。但近三年，有死灰复燃的势头，而且搭建越来越严重，希望有关部门能够拿出当年的力度和信心再一次整治，体现执政为民的作风。
从化区委书记,12192643,建议在公共场所设置AED,医疗,建言,2021-12-09,11:24,目前增城区在各大公交站场及公共场所都已经设置了AED（自动体外除颤器），而从化只有14号线的5座车站设置了AED，还未覆盖至更多人流密集场所，因此建议能在吕田、良口、鳌头等公交站场及各大高校、中小学、主要商圈（如新世纪广场、华润、西街市场）、各个墟镇、政务服务中心等人流密集场所设置AED，这对人民的生命安全将起到至关重要的作用。
从化区委书记,12173597,投诉时代印象无预售证销售车位，非法捆绑销售,企业,投诉,2021-12-07,14:59,本人购买了广州市从化区太平镇时代印象楼盘(时代文悦花园)房子，现投诉其购房必须捆绑销售 车位的违规行为。因捆绑销售，购房时迫于无奈签署车位   预认购书及缴纳首期车位费用。经查询，出售的车位没有预售许可证，没有网签属于私下交易，且签署预认书后，时代印象售楼部没有盖章，也没有给我一份。诉求：要求退车位费一期31302元。国家住建部在2016年就颁布了相关法规，严厉禁止捆绑销售或者 附加条件等限定方式，未取得预售许可证销售车位属于违规操作，时代印象楼盘公然违规，采取先收取客户为住房付的诚意金8万，待刷卡交了8万之后才告诉客户，8万里面有1万是车位定金，在交定金之前，对车位之事只字不提，客户被迫签下所谓的预认购书，这个操作，多位被迫签下车位预认购书的时代印象业主都可以作证。鉴于此，本次诉求要求时代印象退回我支付的第一期车位款项：31302元。时代印象捆绑车位销售，本人被迫签下的车位分三期付款：第一期30302元（已交），第二期31303元（2021年11月28日前缴纳）第三期62605元（收楼后半年内2022年年底），据我所知，已有多位业主组织维权，要求退车位，小市民生活不易，上有老下有小，恳请领导们严查开发商不法行为，为小市民做主。谢谢！
从化区委书记,12149231,噪音污染,城建,求助,2021-12-05,00:06,从化太平卫雅口腔门诊后门的定制加工厂，周一到周日都开工，作为老住宅区这边住的民众多，老人家也多；直接打开大门无格挡施工对周边民众很大的困扰，希望可以疏导。
从化区委书记,12143968,关于从501路迟迟不延伸,交通,投诉,2021-12-04,23:59,目前吕田三村去地派镇搭车只有一条从501路，但这辆公交车只到大陂，不到地派墟，而且距离有五公里，非常不方便，延伸有这几个好处1.可以使乘坐这条线路来回两镇的居民免受日晒雨淋之苦2.通过票价优势打击当地非法营运车辆3.这将是广州与惠州之间的第一条跨市线路，也标志着广州市的11个行政区均开通有跨市线路，开通意义重大。所以建议延长多几公里方便两地群众出行，促进两地发展
从化区委书记,12142282,投诉时代印象无预售证销售车位，非法捆绑销售,企业,投诉,2021-12-04,23:55,本人购买了广州市从化区太平镇时代印象楼盘（时代文悦花园），现投诉其购房必须捆绑销售车位的违规行为。因捆绑销售，购房时迫于无奈签署车位认购书及缴纳首期车位费用。经查询，出售的车位没有预售许可证，没有网签属于私下交易，且签署认购书后并没有给我。要求退车位一期30051.5元本人购买了广州市从化区太平镇时代印象楼盘（时代文悦花园），现投诉其购房必须捆绑销售车位的违规行为。因捆绑销售，购房时迫于无奈签署车位认购书及缴纳首期车位费用。经查询，出售的车位没有预售许可证，没有网签属于私下交易，且签署认购书后并没有给我。2016年，国家住建部颁布相关法规禁止捆绑搭售或者附加条件等限定方式，未取得预售许可证销售车位属不正当经营。鉴于此，本次诉求退回我支付的相关费用。1 诉求内容：本人购买了广州市从化区太平镇时代印象楼盘（时代文悦花园），现投诉其购房必须捆绑销售车位的违规行为。因捆绑销售，购房时迫于无奈签署车位认购书及缴纳首期车位费用。经查询，出售的车位没有预售许可证，没有网签属于私下交易，且签署认购书后并没有给我。2016年，国家住建部颁布相关法规禁止捆绑搭售或者附加条件等限定方式，未取得预售许可证销售车位属不正当经营。鉴于此，本次诉求退回我支付的相关费用。1、时代在广州市内多个楼盘绑定车位卖房，公开违背国家住建部颁布的相关规定；2、开盘时捆绑车位销售，车位价格在10万~16.3万不等，车位分三期付款：第一期30051.5元，第二期30051.5元（2121年11月30日前缴纳），第三期尾款60103元（收楼后缴纳）；
从化区委书记,12111080,劳动监察不依法行政，劳动者维权太难,就业,投诉,2021-12-02,11:03,本人在从化四季花城工地上班，用人单位不支付加班费，向劳动监察大队投诉，劳动监察不依法行政，劳动者权益得不到保障。
从化区委书记,12118972,从化龙涛学校克扣10%订书费,教育,投诉,2021-12-01,17:10,我两个外甥就读从化龙涛学院读小学，交了下半学期的订书费。由于姐夫重病，资金紧张。小孩转回老家读书了！由于急于回去办理入学，没有及时去退！今天我去退费  ，每个小孩当时交的500元订书费，现在一共退了900！
从化区委书记,12057886,中石化温泉加油站实际罐容与危险化学品经营许可,城建,咨询,2021-11-27,09:18,温泉加油站实际在用汽油罐25立方米2个，柴油罐25立方米1个，危险化学品经营许可证上批准为汽油罐20立方米3个，柴油罐20立方米1个。请依法处理，停业整顿，完善手续
从化区委书记,11981945,从化12路公交车过站不停,交通,投诉,2021-11-20,13:16,2021年10月18日中午11点55分，我在牛眠公交站等从从化汽车站开往吕田方向的12路公交车，12路车经过牛眠公交站不停站。原本12路车的车次间隔已经是20分钟一趟了，过站不停，又要等上几十分钟，对乘客出行造成不便。平时12路车一般都要乘客要求下车，司机才停站开门，一些外地的游客不清楚这个情况，常常坐过站，希望12路车能站站停，方便市民出行。
从化区委书记,11969005,从化区珠江壹城国际城开发商消极对待房屋维修,城建,求助,2021-11-19,10:03,尊敬的领导：       您好！我是一位在粤打拼的上进年轻人，靠自己的努力在深圳和广州购置房产，2020年经过多方考察，非常看好从化的发展和认可从化区政府的管理能力，于是在从化区珠江壹城国际城购置一套房产，并于在2021年10月30日到广州市从化区珠江壹城国际城收楼，结果装修质量很差，验房验出70多出大小问题，最严重的是主卧有1面墙是斜的，开发商工作人员要求我们签署收房协议书，并承诺半个月内解决这些问题，经过多次沟通协商，时至今日开发商一直在拖延维修进度，导致我们的房子无法进行正常的软装，因我个人在深圳工作，无法每日前往从化区珠江壹城督促开发商加快维修进度，在此向从化区政府领导求助，帮助一个无助的年轻人，感谢领导百忙之中看到我的求助。
从化区委书记,11942612,人行道上的安全隐患,城建,建言,2021-11-15,13:28,从化太平地铁站A口至大城云山路段（另：该地铁口至东方夏拿弯也是)，存在下述问题：1.有路段人行道缺失，需走机动车道（存在较大交通安全隐患);2.盲道上存在障碍物（盲人行走不便);3.路面不平整（平时老人及轮椅人士出行存在隐患);4.旁杂草丛生特别是春夏两季（有毒蛇的话行人很难及时发现);5.雨天旁边黄泥水会漫上部分人行道，导致无法行走;6.部分路段绿化树枝叶茂盛，夜晚影响路灯采光（出行存在隐患);7.地铁高架桥部分在该桥段部分隔音玻璃破损，噪声非常刺耳，同地铁高架桥，深圳地铁3号线高架桥横岗段已通车10年，也没有那么大的噪声，广州14线才通车不到三年，太平路段噪声越来越大，是否存在铁轨松动或不平整的状况（噪声会对行人及周边居民造成听力下降的安全隐患)。上述等情况，建议重新规整该路段人行道，同时也建议举一反三，对广从路周边的人行道及地铁高架桥段噪声做一次全面的隐患排查，规避安全风险，以上谢谢！
从化区委书记,11891993,太平地铁站B口南向楼梯,交通,建言,2021-11-11,15:00,太平地铁站B口，为什么不设置南向出入口？无论方便人流出入，周边交通安全都百利无一害，一个北向出口仅仅方便一个小区，让周边开发区百姓情何以堪？
从化区委书记,11900240,大学校园疫情常态化管控只是简单实行封校政策？,教育,咨询,2021-11-10,17:18,现在广州全市均已进入疫情常态化管控阶段，各行各业均已恢复正常运营，而在从化区某高校仍然实行封闭管理，并且只封闭学生，对于教职工则正常出入，学生要出校则需要走一系列繁琐的申请手续。而在广州市其他各区高校均已开放校门，为什么只有从化区还这么简单粗暴实行封校政策。
从化区委书记,11883703,关于2020年泰国跟团游被骗购买佛牌投诉至今无果,旅游,求助,2021-11-09,17:06,本人于2020年3月份投诉了广州南湖粤途国际有限公司（诉讼详细内容在附件中）当时从化文广旅体局旅游科于3月19日调解，该店经理经过和计调沟通同意退货退款，但直今一直以总部国际部因疫情借口没复工，无法解决，佛牌我也没退成，钱也就一直退不了，那现在国旅还在，要是倒闭了不是更拿不回了吗，39000块的泰珠在2021年汇率将近1万人民币啊，现在的汇率兑换才7500，如今即使同意扣掉这15％，也拿不回钱，因为疫情我也理旅行社的难处，但这不该由消费者买单呀，请求区委书记帮忙处理，感谢！
从化区委书记,11854245,广东温泉宾馆拖欠工资，加班费及劳务费,就业,投诉,2021-11-07,17:21,我是一名军人家属，于2021年3月25日入职广东温泉宾馆翠溪泳馆工作，8月31号办理离职手续，6月工资未发 7月无故扣发工资 每月没有发放加班费和教学劳务费用，多次向宾馆领导请求发放都不予理会，请求区领导为民做主，拿回劳动报酬。
从化区委书记,11835662,不支付加班费、不依法参缴社保,就业,投诉,2021-11-05,19:03,本人于2021年3月10日入职深圳展鸿建筑工程劳务有限公司驻广州从化四季花城工地预算员岗位上班，因该公司没有签订劳动合同，不及时支付工资、不依法参缴社保（拖欠工资），5月20日通过微信向该公司及领导发出因被严重拖欠工资等原因被迫解除劳动关系通知后离职，上班期间被要求每天（休息日、法定节假日上班）都上班，离职后仅支付正常工作日工资且不支付休息日、法定节假日加班费，及不依法参缴社保及公积金。
从化区委书记,11827531,碧桂园荔山雅筑幼儿园开班,教育,投诉,2021-11-05,16:27,尊敬的从化区教育局领导，你们好！我是从化区街口街逸泉社区【碧桂园荔山雅筑】小区的居民，目前小区最早一批已经交付业主5年有余，购房初期开发商宣传小区配套【幼儿园】迟迟未开办，迫使我小区业主家中适龄儿童需要到附近就读昂贵的私立幼儿园。据悉开发商称目前幼儿园产权已经移交给从化区教育局，请问目前小区幼儿园何时幼儿园开办招生，何时能解决本小区及周边居民的上学难问题？感谢政府部门领导能审核查看。希望贵部能够重视，加快推进碧桂园荔山雅筑幼儿园开办进度。全体碧桂园荔山雅筑小区业主，目前幼儿园开发商已建成5年，并已移交从化教育局，希望领导能解答群众们何时能够开办幼儿园，毕竟已有5年之久了，感谢政府领导能审核查看。
从化区委书记,11826651,荔山雅筑幼儿园何时落实开办,教育,咨询,2021-11-05,15:26,你们好！我是从化区街口街逸泉社区【碧桂园荔山雅筑】小区的居民，目前小区最早一批已经交付业主5年有余，购房初期开发商宣传小区配套【幼儿园】迟迟未开办，迫使我小区业主家中适龄儿童需要到附近就读昂贵的私立幼儿园。据悉开发商称目前幼儿园产权已经移交给从化区教育局，请问目前小区幼儿园何时幼儿园开办招生，何时能解决本小区及周边居民的上学难问题，希望能够重视，加快推进碧桂园荔山雅筑幼儿园开办进度。
从化区委书记,11804105,拖欠农民工工资拒不支付,就业,求助,2021-11-01,21:42,本人于2021年3月带领手下施工队，到广州从化区明珠工业园（苏宁华南绿色冷链一期）做现浇楼面精平收光，于2021年6月撤场，我与甲方多次沟通，甲方再三推脱，迟迟不肯付我们的农民工工资，望领导理解我们农民工的不易，帮我们解决问题。
从化区委书记,11792641,地铁问题,城建,咨询,2021-11-01,09:55,区委书记你好，广州地铁42号线什么时候开始建设，什么时候开通，这是从化1号线，没有给出具体时间，能详细地说下吗？ 站点能详细吗？等了很长时间都没什么消息
从化区委书记,11769404,惠清高速拖欠挖掘机工资,交通,求助,2021-10-31,18:47,2020年8-9月份在惠清高速从化段 良口少沙管理中心  惠清高速和大广高速互通绿化带种树说好完工结算工资的 已经至今还未结清工资 打电话都是敷衍了事  是在没有办法了  望地方领导帮忙 谢谢
从化区委书记,11769044,对鳌头镇公交线路的两点建议,交通,建言,2021-10-31,18:33,1.建议从404路延伸至花都梯面联民村      目前从404的终点站“氹迳”距离花都区区界只有100m，距离梯面镇中心只有5km，虽然据了解每天有6班（花都-佛冈）班车经过（氹迳-联民村）这一段真空带，但是在2021.9据鳌头和高平的居民反映，该班车并不会在沿途上落客。氹迳位于一处洗车场附近，场地狭窄，而梯面联民村拥有一个设施齐全的站场，十分适宜停靠，又可以换乘花17路前往梯面和花都区其他地方，如果C404延长，从鳌头到花都经从404和花17较绕道街口和太平距离短3倍以上，可以节省不少时间和车资。2.建议从10可以效仿从5开设部分班次前往佛冈龙山       当前从10路的终点站“长岭”距离佛冈龙山只有2km，并且有不少来自龙山的摩的在长岭等客，2021.10.21在实地观察一段时间后，发现基本每一班从10路到达长岭后都会有乘客换乘摩的往佛冈方向行驶，可见有这个需求，但是摩的的安全性差，G355大车又多不安全，而原有的替代方案（从化-佛冈）非高速班车在最近停运，因此建议可以效仿从5路，从10路可以开设部分班次延长到龙山车站，而龙山车站又可以接驳佛冈10路和佛冈20路，延长可以大大方便两地居民出行。
从化区委书记,11776843,企业用工地址与注册地址不符,企业,投诉,2021-10-30,19:40,1.举报：该公司企业注册地址在从化区，实际地址却是在白云区2.公司名称：广州市从化区求学圆梦自考培训中心有限公司3.用工单位地址（实际用工地址）：广东省广州市白云区永泰永平街道泰兴路4号恒企大厦A栋3楼4.用工单位注册地址：广东省广州市从化区江埔街河东北路一巷1号五楼根据《公司法》第二百一十二条：公司登记事项发生变更时，未依照本法规定办理有关变更登记的，由公司登记机关责令限期登记，请重视
从化区委书记,11748885,投诉时代印象无预售证销售车位，非法捆绑销售,企业,投诉,2021-10-27,22:27,诉求内容：本人购买了广州市从化区太平镇时代印象楼盘（时代文悦花园），现投诉其购房必须捆绑销售车位的违规行为。因捆绑销售，购房时迫于无奈签署车位认购书及缴纳首期车位费用。经查询，出售的车位没有预售许可证，没有网签属于私下交易，且签署认购书后并没有给我。2016年，国家住建部颁布相关法规禁止捆绑搭售或者附加条件等限定方式，未取得预售许可证销售车位属不正当经营。鉴于此，本次诉求退回我支付的相关费用。1 诉求内容：本人购买了广州市从化区太平镇时代印象楼盘（时代文悦花园），现投诉其购房必须捆绑销售车位的违规行为。因捆绑销售，购房时迫于无奈签署车位认购书及缴纳首期车位费用。经查询，出售的车位没有预售许可证，没有网签属于私下交易，且签署认购书后并没有给我。2016年，国家住建部颁布相关法规禁止捆绑搭售或者附加条件等限定方式，未取得预售许可证销售车位属不正当经营。鉴于此，本次诉求退回我支付的相关费用。1、时代在广州市内多个楼盘绑定车位卖房，公开违背国家住建部颁布的相关规定；2、开盘时捆绑车位销售，车位价格在10万~16.3万不等，车位分三期付款：第一期31302元，第二期31302（2121年11月21日前缴纳），第三期尾款（收楼后半年内缴纳2022年11月底）；3、已有业主组织维权，要求退车位，恳请领导严查。
从化区委书记,11724067,德堡花苑9幢3梯增设电梯违规审批,城建,投诉,2021-10-26,16:23,从化区蓝田西路一巷德堡花苑9栋3梯进行增设电梯工程，占用了11栋的消防通道，此通道也是11栋唯一出入口，将留下安全隐患。这种埋下安全隐患的工程，广州市规划和自然资源局从化区分局居然接受了9栋的申请并将该工程进行到了批前公示的步骤，这其中是否存在未正确履职的问题？请相关部门停止9栋3梯增设电梯工程审批。
从化区委书记,11722487,太平地铁A出口公交站往从化方向人行道垃圾成堆,环保,求助,2021-10-25,21:29,太平镇太平地铁A出口太平地铁公交站往从化方向30米路口前面5米人行道垃圾成堆发臭以及阻碍人行走，以前有两个大的垃圾桶，后来撤走了，但是这几个月没有垃圾桶村民依然按以往的习惯扔垃圾到哪，现麻烦重新投放两个大的垃圾桶到哪
从化区委书记,11719685,某学校封校不解封,教育,求助,2021-10-25,15:58,教职工进出学校是因为个人需求，那么学生同样也有个人需求。要封闭就一起封闭，不要区别对待，假闭环就是形式主义。
从化区委书记,11714136,太源路3处路灯故障，彻夜闪烁扰民,城建,投诉,2021-10-25,15:54,从化区太平镇太源路（云星钱隆天誉后门处）有3个路灯损坏严重，夜晚一直闪烁，影响居民正常休息，望家里修复故障路灯
从化区委书记,11679355,广州软件学院不解封,教育,求助,2021-10-21,10:51,广州软件大学还没有解封，但是广州大部分高校已经解封
从化区委书记,11672056,广州华软软件大学不解封,教育,求助,2021-10-20,20:18,广州软件大学到现在还不解封，学校饭堂天天满人，大部分学生吃不上饭，从化其他高校早已解封
从化区委书记,11643850,92年教师无法享受国家社保福利待遇,政务,求助,2021-10-17,18:07,92年在从化区工作的下乡教师，无法享受国家给予的社保福利待遇，区教育局称需要当时学校开具的工资条，但区教育局称并非教育局聘请的教师，是学校聘请的教师为由拒绝开具工资条，学校方面已经开具了工作证明，唯独缺少工资条这一资料，这个工资条已经处理了6年，但一直无果，希望区政府能协助处理下#办实事（急难愁盼问题征集）#
从化区委书记,11638106,拖欠农民工工资,就业,求助,2021-10-17,10:55,事发于从化区共青路，项目名称云谷筑梦，拖欠农民工工资，完成至今没下落，工资没有发拖来拖去，望领导帮帮忙处理，感谢！
从化区委书记,11627241,请求帮助解决南湖国旅旅游卡问题,旅游,求助,2021-10-16,21:18,本人于一九年在南湖国旅从化店购买了两万元该公司的旅游卡，并报团印度游五千多元，刚好疫情去不了，该社不退钱，只退旅游卡，旅游卡又增加至两万五千多元。后来去了几次旅游使用了几次卡，现在剩下的旅游卡款一万六千一百五十五。恳请帮我解决，退还卡中金额。
从化区委书记,11615373,广东省工伤认定网站无法提交信息,就业,投诉,2021-10-16,13:50,广东省统一业务受理系统（个人版）工伤认定申请网站提交信息显示“提示信息：异常信息：null”，无法提交信息，网上明确清楚的说了可以网上认定，然而广州市从化区人社局工作人员反馈只能现场认定，过于局限。为在当地参保但是工作地点偏远的员工带来很大的不便，恳请改善网站的相关bug，方便广大市民。
从化区委书记,11579672,国庆后高校还需进行封闭式管理吗？,教育,咨询,2021-10-11,16:55,尊敬的领导您好:  本人是从化某高校学生，自秋季开学以来，校方一直声称学校以属地管理为原则，处于封闭式管理，非法定节假日，学生只进不出，教职员工则能随意出入，包括周六日学生也不得自由进出学校。但从化片区已处于低风险地区，我想知道地方防疫工作是否有相关要求？若没有，能否督促其尽快纠正？
从化区委书记,11571329,广从路太平地铁站到水南村公交站那段路灯不开,治安,求助,2021-10-10,19:35,现在这几天路灯都不开，是什么原因，夜晚一片乌黑以及广从路也是经常不开路灯，有时候只是一段路开
从化区委书记,11540263,在从化小院流溪小区门口增加地铁站点,交通,建言,2021-10-07,20:53,我是从化小院流溪的业主（沙贝村），14号地铁已经开通了，赤草站点离我们的小区2公里，当初售楼销售跟我们说是15分钟的路程，但现在我们步行需要45分钟，这2公里的路程经常要花20元不等的的士车费，赤草站至从化客运站的距离是7.6公里，这么长的距离也没有考虑我们中间距离的居民，5号公交车离小区路口还有一段距离，而且等车的时间还比较长，有时候还不停站，当初从化有很多长途大巴车水马龙，披星戴月，行云流水，扬手即停，很方便，现在根本看不到长途大巴，我们小区居民出入很不方便，不敢早出、也不敢晚归，小区像一个死城.开发10年啦，还是人迹稀少，令购买这里房子的业主好寒心，我建议是不是在沙贝村增设地铁站点，以后有37号地铁是不是可以在沙贝村加一个地铁站点，或有轨电车也把我们小区纳入规划中，望贵区领导是否可以考虑一下我的建议，解决我们小区居民出行交通的大问题，无比期待和感激区领导的帮助！
从化区委书记,11521112,从化太平镇开发区企业偷排废气,企业,投诉,2021-10-04,13:22,近段时间从化太平镇开发区里的企业又开始每日每夜的偷排废气，严重影响附近居民身心健康，希望有关部门领导重视。
从化区委书记,11519432,城郊时代明苑私占业主公共收益,城建,投诉,2021-10-04,12:56,1、业主车辆占园区消防道路，用做收益，但没有公示。2、垃圾分类没有人站桶。3、园区的快递柜、农夫山泉、小黄狗等收益占用，没用到园区方面。4、存在乱收费现象，每户业主交了一百多元的监控安装费。5、每个月交管理费，只有门口的保安和拖楼层的保洁人员，其他的没有见到其他员工。
从化区委书记,11518327,2021国庆有公司无视国家法律规定通知放假,就业,投诉,2021-10-03,23:02,附件所在公司长期不根据劳动法规定放假，法定假如也不按规定支付给员工工资。这种行为长期存在。当地劳动监察大队也没有查处这些不法行为，给这家公司的经营者助长了这一行为。请上级领导多普法，多关心下基层老百姓的利益。谢谢。
从化区委书记,11498302,求学圆梦自考培训中心的恒企教育虚假宣传招生,教育,投诉,2021-10-02,11:01,投诉广州市从化区求学圆梦自考培训中心有限公司，我去年4月报名他们的自考培训，当时销售虚假承诺我这个不用考学位证书，欺骗我报了名交了4880元培训费，并且在他们指导下办了分期贷款。今天班主任才告知我要申请学位证书需要重新交钱考试，当时销售明确承诺我报的课程是有学位证书的。我现在需要该公司就此事给我一个合理的解决办法；并且对我给予相应的补偿和道歉。
从化区委书记,11496832,华农珠江学院电信校园网存在欺骗和捆绑消费,教育,投诉,2021-10-02,10:06,1.中国电信以断网为机让学生升级网络套餐。八月开学回校，学校通知学生校园网络需在现场“实名认证”，但实质是中国电信引导学生办理网络升级套餐，当时网络并未过期，学生因不能上网被迫在现场购买网络升级套餐。2.中国电信存在欺骗消费。购买120元3个月升速为50m的套餐后，事后学生测速仍然10m。3.中国电信存在捆绑消费。中国电信再次以断网方式，让学生到网络中心现场领取和注册升速套餐送的电话卡，才能恢复wifi网络。中国电信不让学生续费30元/月的网络，只告知学生只有59元/月和120元3个月的送电话卡的升级套餐，并且强制学生开通使用电话卡。恳求领导核实和处理捆绑和欺骗消费的情况，让学生可以自主选择网络套餐、自主选择是否使用电话卡，和恢复相应套餐的网速。谢谢领导！
从化区委书记,11484830,佛清从高速征地,三农,投诉,2021-09-30,10:57,领导您好，我是太平镇井岗村的村民，我要投诉关于佛清从高速南蛇冚同中楼村地征收争议问题，边分界线重叠有3分地左右，当时是9月8日我们村是统一过去测量的，测量结果出来时我已立即向村反应左问题了，‭ 村已同对方中楼村协调左几次了，都没能解决问题，话对方已收左放款。到中楼村想证实是否到帐的纪录和图纸，但中楼村拒不公开数据，没能做到公平、公开、公正，请问我们的合法权益有保障吗？我们有土地确权证，图纸，难道国家不认可吗？
从化区委书记,11467266,大广高速景业荔都路段严重噪音污染,环保,投诉,2021-09-28,17:00,大广高速公路景业荔都路段全天24小时噪音严重扰民，夜间大货车车流量大时可达90分贝。景业荔都小区4楼以上住户长期受困扰，严重噪音污染令居民生活苦不堪言。夜间大广高速噪音震耳欲聋，居民全屋门窗紧闭都无法睡眠，严重影响生活质量和身体健康。许多长住居民已经出现长期忍受噪音带来的各种健康问题。恳请领导重视此事，帮助我们责成相关部门和开发商解决此问题，在景业荔都路段建设封闭式隔音屏障，还居民一个安宁的小区！
从化区委书记,11454908,求学圆梦自考培训中心有限公司霸王条款,教育,投诉,2021-09-27,21:02,请求学圆梦培训中心终止合同和课程，退还学费。广州市从化区求学圆梦自考培训中心有限公司签署霸王条款，不退还学费。因从化区教育局9月22号回复已收回该机构办学许可证，现在希望领导能协调对方退还我已支付的学费。
从化区委书记,11450105,投诉广州从化太平镇时代印象捆绑车位销售,城建,投诉,2021-09-27,16:21,诉求内容：本人购买了广州市从化区太平镇时代印象楼盘（时代文悦花园），现投诉其购房必须捆绑销售车位的违规行为。因捆绑销售，购房时迫于无奈签署车位认购书及缴纳首期车位费用。经查询，出售的车位没有预售许可证，没有网签属于私下交易，且签署认购书后并没有给我。2016年，国家住建部颁布相关法规禁止捆绑搭售或者附加条件等限定方式，未取得预售许可证销售车位属不正当经营。鉴于此，本次诉求退回我支付的相关费用。1、时代在广州市内多个楼盘绑定车位卖房，公开违背国家住建部颁布的相关规定；2、开盘时捆绑车位销售，车位价格在10万~16.3万不等，车位分三期付款：第一期26922元（含在购房定金的8万中），第二期26922万（2121年9月25日前缴纳），第三期尾款（收楼后半年内缴纳2022年11月底）；3、已有业主组织维权，要求退车位，恳请领导严查。
